1920,10,1,-9.90000
1920,10,1,-9.90000
1920,10,1,-9.90000
1920,10,1,-9.90000
1920,10,1,-9.90000
1920,10,1,-9.90000
1920,10,1,-9.90000
1920,10,1,-9.90000
1920,10,1,-9.90000
1920,10,1,-9.90000
1920,10,1,-9.90000
1920,10,1,-9.90000
1920,10,1,-9.90000
1920,10,1,-9.90000
1920,10,1,-9.90000
1920,10,1,-9.90000
1920,10,1,-9.90000
1920,10,1,-9.90000
1920,10,1,-9.90000
1920,10,1,-9.90000
1920,10,1,-9.90000
1920,10,1,-9.90000
1920,10,1,-9.90000
1920,10,1,-9.90000
1920,10,1,-9.90000
1920,10,1,-9.90000
1920,10,1,0.27321
1920,10,1,0.47817
1920,10,1,0.43947
1920,10,1,0.39444
1920,10,1,0.34794
1920,10,1,0.12691
1920,10,1,0.04271
1920,10,1,0.00000
1920,10,1,0.00000
1920,10,1,0.00000
1920,10,1,0.24454
1920,10,1,0.16858
1920,10,1,0.09746
1920,10,1,0.01146
1920,10,1,0.00000
1920,10,1,0.00000
1920,10,1,0.00000
1920,10,1,0.00000
1920,10,1,0.24296
1920,10,1,0.18531
1920,10,1,0.13202
1920,10,1,0.06849
1920,10,1,0.00000
1920,10,1,0.00000
1920,10,1,0.00000
1920,10,1,0.00000
1920,10,1,0.00000
1920,10,1,-9.90000
1920,10,1,-9.90000
1920,10,1,-9.90000
1920,10,1,-9.90000
1920,10,1,-9.90000
1920,10,1,-9.90000
1920,10,1,-9.90000
1920,10,1,-9.90000
1920,10,1,0.23950
1920,10,1,0.21837
1920,10,1,0.19758
1920,10,1,0.17862
1920,10,1,0.16188
1920,10,1,0.14376
1920,10,1,0.12865
1920,10,1,0.11066
1920,10,1,0.09730
1920,10,1,0.08246
1920,10,1,-9.90000
1920,10,1,-9.90000
1920,10,1,-9.90000
1920,10,1,-9.90000
1920,10,1,-9.90000
1920,10,1,-9.90000
1920,10,1,-9.90000
1920,10,1,-9.90000
1920,10,1,-9.90000
1920,10,1,-9.90000
1920,10,1,-9.90000
1920,10,1,0.19856
1920,10,1,0.17474
1920,10,1,0.23452
1920,10,1,0.20904
1920,10,1,0.18061
1920,10,1,0.15879
1920,10,1,0.13689
1920,10,1,0.11763
1920,10,1,0.09208
1920,10,1,0.18157
1920,10,1,-9.90000
1920,10,1,-9.90000
1920,10,1,-9.90000
1920,10,1,-9.90000
1920,10,1,-9.90000
1920,10,1,0.47286
1920,10,1,0.48430
1920,10,1,0.45044
1920,10,1,0.41506
1920,10,1,0.33889
1920,10,1,0.27438
1920,10,1,0.19017
1920,10,1,0.03100
1920,10,1,0.00000
1920,10,1,-9.90000
1920,10,1,-9.90000
1920,10,1,-9.90000
1920,10,1,-9.90000
1920,10,1,-9.90000
1920,10,1,-9.90000
1920,10,1,-9.90000
1920,10,1,-9.90000
1920,10,1,-9.90000
1920,10,1,-9.90000
1920,10,1,-9.90000
1920,10,1,-9.90000
1920,10,1,-9.90000
1920,10,1,-9.90000
1920,10,1,-9.90000
1920,10,1,-9.90000
1920,10,1,-9.90000
1920,10,1,0.46744
1920,10,1,0.43905
1920,10,1,0.41066
1920,10,1,0.38153
1920,10,1,0.35290
1920,10,1,0.32312
1920,10,1,0.29591
1920,10,1,0.34816
1920,10,1,0.31504
1920,10,1,0.28253
1920,10,1,0.33670
1920,10,1,0.30498
1920,10,1,0.26718
1920,10,1,0.23262
1920,10,1,0.19625
1920,10,1,0.16512
1920,10,1,0.12770
1920,10,1,0.10106
1920,10,1,0.07453
1920,10,1,-9.90000
1920,10,1,-9.90000
1920,10,1,-9.90000
1920,10,1,-9.90000
1920,10,1,-9.90000
1920,10,1,-9.90000
1920,10,1,-9.90000
1920,10,1,-9.90000
1920,10,1,-9.90000
1920,10,1,-9.90000
1920,10,1,-9.90000
1920,10,1,-9.90000
1920,10,1,-9.90000
1920,10,1,-9.90000
1920,10,1,-9.90000
1920,10,1,-9.90000
1920,10,1,-9.90000
1920,10,1,-9.90000
1920,10,1,-9.90000
1920,10,1,0.33301
1920,10,1,0.30104
1920,10,1,0.26498
1920,10,1,0.22963
1920,10,1,0.19083
